name,status,location,price,score,cuisines
Harleysville Hotel,, Harleysville United States,,7.60483870967742,
The Dough Roller,, Ocean City United States,★★,7.600744416873449,
The Very Best Weiner Shop,, Pottstown United States,★,7.596650124069479,
Vincenzo's Ristorante,, Douglassville United States,★★,6.190314136125655,Italian
Harpoon Brewery,,D Street / West Broadway Boston ,★,7.592555831265509,Brewery Drinks
Newtown Bagel,, Newtown United States,★,7.592555831265509,
Civera's Deli,, Drexel Hill United States,★,7.592555831265509,Delicatessen
Yocco's The Hot Dog King,, Allentown United States,★,7.580272952853598,
Vince & Friends,, East Greenville United States,★,7.576178660049628,
Revelation Beer Garden,, Milton United States,,7.576178660049628,
Blank Street Coffee,,East Village New York United States,,7.5679900744416875,Coffee Shop
Hamburger Joe’s,, North Myrtle Beach United States,★,7.5679900744416875,Burgers
Bagels-4-U,,Milltown New Jersey United States,★,7.559801488833747,Bagels
Ray’s,,Bowery New York United States,,7.559801488833747,Bar
Joe's Pizza Broadway,OPERATIONAL,Midtown South New York United States,★,7.551612903225807,Pizza
Bagels On the Square,OPERATIONAL,South Village New York United States,★,7.547518610421836,Bagels
Royale,OPERATIONAL,Alphabet City New York United States,★,7.547518610421836,American Burgers
Kith Treats,OPERATIONAL,NoHo New York United States,★,7.539330024813896,Cafe
Belle Meade Historic Site & Winery,,Belle Meade Links Nashville United States,,7.535235732009926,
Dryville Hotel,, Mertztown United States,,7.535235732009926,
Ichiban,, Allentown United States,★★,7.527047146401985,
Baywood Clubhouse Restaurant,, Millsboro United States,★★★,7.527047146401985,
Grotto Pizza,, Millsboro United States,★★,7.518858560794045,Pizza
Mamajuana Cafe Huntington,, Huntington Station United States,,7.518858560794045,
Sunrise Restaurant,, Dewey Beach United States,,7.510669975186104,
Moby's,,Apaquogue East Hampton United States,,7.506575682382135,Italian
Son'z Steakhouse,, Lahaina United States,★★★,7.506575682382135,Steakhouse
Caffe Aldo Lamberti,,Erlton-Ellisburg Cherry Hill ,★★★,7.498387096774193,Italian Seafood
Terra at Eataly Boston,,Back Bay Boston ,★★★,7.498387096774193,Italian
Farmhouse Tavern,, Doylestown United States,★★,7.490198511166254,
Oh Brother Philly,,Old City Philadelphia ,★★,7.486104218362283,American Steakhouse
Chubby Cattle,,Chinatown Philadelphia ,★★,7.486104218362283,Chinese
Old Homestead Steak House,, Atlantic City United States,★★★★,7.477915632754343,Steakhouse
East Bay Grille,,Plymouth Bay Cultural District Plymouth ,★★,7.477915632754343,Seafood Steakhouse
Bistro on Bridge,, Phoenixville United States,★★,7.469727047146402,
Spuntino Wood Fired Pizzeria,,Holicong Doylestown ,★★,7.469727047146402,Healthy Pizza
The Garden Bar at Puck,, Doylestown United States,,7.469727047146402,
Bowers Hotel Incorporated,, Mertztown United States,★★,7.469727047146402,
Lobsterville Bar & Grille,, Oak Bluffs United States,★★,7.453349875930521,
Margaritas Mexican Restaurant,, Collegeville United States,★★,7.449255583126551,Mexican
Mainstay Independent Brewing Company,, Philadelphia United States,,7.449255583126551,Brewery
El Vez,, Philadelphia ,★★,7.441066997518611,Mexican
Dock Street Brewery South,, Philadelphia United States,,7.43697270471464,Brewery
JJ Thai Cuisine,,Center City West Philadelphia ,★★,7.43697270471464,Thai
Manayunk Brewing Company,,Manayunk Philadelphia United States,★★,7.4287841191067,American Brewery
Mr Taka,OPERATIONAL,Fulton Ferry District New York United States,,7.4287841191067,Ramen
Harlem Biscuit Company,OPERATIONAL,South Harlem New York United States,★,7.420595533498759,American Sandwiches Southern
Pauli's,OPERATIONAL,North End Boston ,★,7.420595533498759,American Italian Sandwiches
Irwin's,,East Passyunk Crossing Philadelphia United States,,7.420595533498759,Italian
Alessandro's Wood Fired Italian & Bar,,South Wayne Historic District Wayne ,★★,7.408312655086849,Italian
"Emmy Squared: Williamsburg, Brooklyn, NY",OPERATIONAL,Williamsburg New York United States,★★,7.4042183622828786,Pizza
Edith’s Sandwich Counter,OPERATIONAL,Southside New York United States,★★,7.4042183622828786,American Bagels Bakery Sandwiches
Starbucks Reserve Roastery New York,OPERATIONAL,Chelsea New York United States,★★,7.4042183622828786,American Cafe Italian
Emmy Squared Pizza: Queen Village - Philly,,Queen Village Philadelphia United States,★★,7.391935483870968,American Pizza
Bar Hygge,,Spring Garden Philadelphia United States,★★,7.391935483870968,American
Pizzeria Vetri,,Rittenhouse Square Philadelphia ,★★,7.383746898263027,American Pizza
Clarkville,,Spruce Hill Philadelphia ,★★,7.383746898263027,Pizza
Han Dynasty,,Old City Philadelphia ,★★,7.375558312655087,Chinese
Woodrow's Sandwich Shop,, Philadelphia United States,★★,7.375558312655087,Sandwiches
Sang Kee Peking Duck House,,Chinatown Philadelphia ,★★,7.375558312655087,Chinese
Tria Cafe Rittenhouse,,Center City West Philadelphia ,★★,7.363275434243176,Cafe
Bubblefish,,Chinatown Philadelphia United States,★★,7.363275434243176,Bubble Tea Japanese Sushi
La Colombe Coffee Roasters,,Kensington Philadelphia United States,★★,7.355086848635236,Coffee Shop
The Continental Mid-town,, Philadelphia ,★★,7.350992555831265,Asian European Global
Brauhaus Schmitz,,Bella Vista Philadelphia ,★★,7.350992555831265,German
Chickie's and Pete's,, Philadelphia United States,★★,7.350992555831265,
Good Spoon Soupery,,Olde Kensington Philadelphia United States,★★,7.338709677419355,
Anastasi Seafood,,Bella Vista Philadelphia United States,★★,7.338709677419355,Seafood
Bar Poulet,,Rittenhouse Square Philadelphia ,★★,7.3305210918114145,French Wine Bar
Cuba Libre Restaurant & Rum Bar - Philadelphia,,Old City Philadelphia ,★★,7.3305210918114145,Cuban Latin American
Sanibel Fish House,, Sanibel United States,★★,7.322332506203474,
Sandbar Seafood and Spirits,, Anna Maria United States,★★,7.318238213399503,Seafood
Notting Hill Coffee Roastery,,Lewes Historic District Lewes United States,★★,7.314143920595534,Coffee Shop
Victory Brewing Company Downingtown,, Downingtown United States,★★,7.314143920595534,Brewery
Bluejacket,,Navy Yard Washington D.C. United States,,7.305955334987593,Brewery Pub
Crooked Hammock Brewery,, Lewes United States,★★,7.305955334987593,Brewery
Portsmouth Brewery,,Kittery Portsmouth ,★★,7.305955334987593,Brewery
Yards Brewing Company,,Northern Liberties Philadelphia ,★★,7.293672456575683,Brewery
Corner Bar,,Chinatown New York United States,,7.289578163771712,Bistro European
Casa Dani,OPERATIONAL,Chelsea New York United States,,7.289578163771712,Spanish
SMASHED,OPERATIONAL,Lower East Side New York United States,★★,7.281389578163772,Burgers
HipCityVeg,,Midtown Village Philadelphia United States,★★,7.277295285359802,Burgers Vegan Vegetarian
El Rey.,, Philadelphia ,★★,7.273200992555831,Mexican
Lolita,,Midtown Village Philadelphia ,★★,7.269106699751861,Mexican
Xochitl,,Society Hill Philadelphia United States,★★,7.269106699751861,Mexican
"Cantina ""Calaca"" Feliz",,Fairmount Philadelphia ,★★,7.260918114143921,Mexican
Grind,,Village Green Boyertown United States,,7.2568238213399505,
Old Original Bookbinder's,, Philadelphia United States,,7.2568238213399505,
Philadelphia Brewing Co.,, Philadelphia United States,,7.24863523573201,Brewery
Hope's Country Fresh Cookies,,Willowburn Bryn Mawr ,★,7.24863523573201,Cookies
Federal Donuts,,Center City West Philadelphia United States,★,7.24044665012407,Donuts
Philadelphia Java Company,,Southwark Philadelphia United States,★,7.24044665012407,
Olympia Gyro,,Center City East Philadelphia United States,,7.232258064516129,
"The Couch Tomato Café & Bistro, Manayunk",,Manayunk Philadelphia United States,★,7.228163771712159,Pizza Salad
Merkaz,,Midtown Village Philadelphia United States,,7.228163771712159,Mediterranean
The Bagel Place,,Queen Village Philadelphia United States,★,7.228163771712159,Bagels
Manakeesh Cafe Bakery & Grill,,Spruce Hill Philadelphia ,★,7.215880893300248,Bakery
Captain Bill's Oyster Bar,, Treasure Island United States,★★,7.2117866004962785,
P.J. Whelihan's,, Oaks United States,★★,7.207692307692308,
Kafe Leopold,,Georgetown Washington D.C. ,★★,7.207692307692308,Austrian
La Colombe Coffee Roasters,,Wynnewood House Bryn Mawr ,★★,7.199503722084367,Coffee Shop
Bella Italia Pizza Restaurant,, Oley United States,★★,7.195409429280398,Pizza
Scooped by Demetres (Distillery District),,Distillery District Toronto Canada,,7.195409429280398,
"Schell's Restaurant, Dairy Swirl, & Miniature Golf",, Temple United States,,7.195409429280398,Fast Food Ice Cream
Giacomo's Ristorante,,Sudbury Center Historic District Wayland ,★★,7.195409429280398,Italian Pizza Seafood
Grimaldi's Pizzeria,,Mott Section Garden City ,★★,7.195409429280398,Pizza
Jake & Leona’s Restaurant,, Ephrata United States,,7.174937965260546,
Newswanger's Sausage,,West Park Allentown United States,,7.170843672456575,
P.J. Whelihan's Pub + Restaurant - Reading,, West Lawn United States,★★,7.170843672456575,Pub
Buckingham Pizza,,Holicong Buckingham United States,,7.170843672456575,Pizza
Ye Old Coventry Pub,, Pottstown United States,★★,7.158560794044665,Pub
Sterling Pig Public House,, West Chester United States,,7.158560794044665,Pub
Arena Coffee Bar,,Distillery District Toronto Canada,★★,7.150372208436725,Coffee Shop
Flying Fish Public Market & Grill,,Crescent Beach North Myrtle Beach ,★★,7.150372208436725,Pub
Jimmy John's,, West Chester United States,★,7.142183622828784,American Delicatessen National Chain
Bostwick's on the Harbor,, East Hampton ,,7.138089330024814,Cocktail Bar
Joe's Pizza,OPERATIONAL,Williamsburg New York United States,★,7.138089330024814,Pizza
Frank's Pizza,, Port Chester United States,★★,7.138089330024814,Pizza
Dominick's Pizza & Pub,, Chalfont United States,★★,7.138089330024814,Pizza Pub
Bocelli's Restaurant,, Doylestown United States,★★,7.121712158808933,
Ben & Jerry’s,,Old North End Burlington United States,★★,7.121712158808933,
Rusty Rudder,, Dewey Beach United States,★★,7.113523573200993,
Cracker Barrel Old Country Store,, Plymouth Meeting United States,★★,7.1094292803970225,
Tiki Bar,, Boyertown United States,★★,7.105334987593052,
The Greene Turtle Sports Bar & Grille West OC,, Ocean City United States,★★,7.101240694789082,
Rhett,,Historic District - North Savannah United States,,7.101240694789082,
North Street Grille,,North End Boston ,★★,7.093052109181142,American
White Dog Cafe Haverford,, Haverford United States,★★★,7.093052109181142,American
Harry's,OPERATIONAL,Financial District New York United States,★★★,7.093052109181142,American Steakhouse
Harper's Garden,,Center City West Philadelphia ,★★,7.093052109181142,American
Cafe Landwer,,Commonwealth Boston ,★★,7.093052109181142,American Israeli Italian
Small Batch,,Mott Section Garden City United States,★★,7.07258064516129,American
The Watering Hull,,Grassy Sound Stone Harbor United States,★★,7.06848635235732,Caribbean
Goombas Pizzaria,, Colmar United States,★★,7.0643920595533505,Pizza
Mekelburg's,OPERATIONAL,Clinton Hill New York United States,★★,7.06029776674938,American Sandwiches
Thrasher's French Fries,, Ocean City United States,★★,7.06029776674938,
Gugu Room,,Lower East Side New York United States,,7.06029776674938,Filipino Japanese
Nare Sushi,OPERATIONAL,Midtown East New York United States,★★,7.04801488833747,Japanese Sushi
Rafele,OPERATIONAL,South Village New York United States,★★,7.043920595533499,Italian
Revello's Pizza Cafe,, Old Forge United States,★,7.039826302729528,Pizza
The Paramount,,Beacon Hill Boston ,★★,7.0357320099255585,American
Dumser's Dairyland Drive-In,,North Ocean City Ocean City ,★★,7.031637717121589,American Ice Cream
Thrasher's French Fries,,Cape Isle of Wight Ocean City United States,,7.027543424317618,
MISSION BBQ,,Shand Tract King of Prussia United States,★★,7.023449131513647,Barbecue
The Peanut Bar Restaurant,, Reading United States,★★,7.023449131513647,
Santorini by Georgios,,South of Fifth Miami Beach ,★★,7.015260545905708,Greek
Nalu Dewey Beach,, Dewey Beach United States,★★,7.015260545905708,
Blue Bottle Coffee,, Boston ,★★,7.0070719602977665,Coffee Shop
Baz Bagel,OPERATIONAL,Little Italy New York United States,★★,7.002977667493797,Bagels
Bagel Pub,OPERATIONAL,Prospect Heights New York United States,★,7.002977667493797,Bagels Pub
Tal Bagels,OPERATIONAL,Gramercy Park New York United States,★,7.002977667493797,Bagels
El Diablito Taqueria,OPERATIONAL,Bowery New York United States,★,6.990694789081886,Mexican
The Black Rose,,Downtown Boston ,★★,6.986600496277916,Bar Food Irish
Casa Romero,,Back Bay Boston ,★★,6.982506203473946,Mexican Taqueria
Tony & Elaine's,,North End Boston ,★★,6.978411910669975,Italian
Pietro's,,Willowburn Radnor ,★★,6.978411910669975,Italian
Rec Room by Conshohocken Brewing Co.,, Phoenixville United States,★★,6.970223325062035,Brewery
Tall Tales Brewing Company,, Parsonsburg United States,★★,6.970223325062035,Brewery
Bonefish Grill,, Willow Grove United States,★★,6.970223325062035,
Grid Iron Sports Bar,, Phoenixville United States,★★,6.957940446650124,
Arena's Milford,, Milford United States,★★,6.957940446650124,
Hank's Oyster Bar,,Southwest Washington Washington D.C. ,★★,6.957940446650124,Seafood
CHIKO,,Dupont Circle Washington D.C. United States,,6.957940446650124,Chinese
White Dog Cafe,, Glen Mills United States,,6.941563275434243,
Fish Tales Bar and Grill,, Ocean City United States,★★,6.941563275434243,Seafood
The Daily Catch Waterfront,,North End Boston United States,,6.933374689826303,Seafood
Outback Steakhouse,, Jamison United States,★★,6.929280397022333,Steakhouse
Dr. BBQ The Restaurant,,The Edge District St. Petersburg United States,★★,6.929280397022333,Barbecue
Lobster Claw,, Doylestown United States,★★,6.921091811414392,
Terakawa Ramen,,Chinatown Philadelphia ,★,6.921091811414392,Ramen
Winnie's Manayunk,,Roxborough-Manayunk Philadelphia United States,★★,6.912903225806452,American Breakfast
a.kitchen + bar,,French Quarter Philadelphia ,★★★,6.912903225806452,American
Craigie On Main,CLOSED_TEMPORARILY,Central Square Cambridge ,★★★★,6.912903225806452,American French
Oregon Steaks,,Lower Moyamensing Philadelphia ,,6.912903225806452,Cheesesteaks
Attico Rooftop,,Midtown Village Philadelphia United States,,6.912903225806452,American Mediterranean Tapas
The Shelby,,Trexler Estates Allentown ,★★,6.8924317617866,American Breakfast Contemporary
Pizzeria Vetri,,Logan Square Philadelphia ,★★,6.88833746898263,Italian Pizza
Top Tomato Bar & Pizza,,Gayborhood Philadelphia ,★★,6.88833746898263,Pizza
Han Dynasty,,University City Philadelphia United States,★★,6.88014888337469,Chinese
Trattoria Carina,, Philadelphia ,★★,6.88014888337469,Italian
Zorba's Tavern,,Spring Garden Philadelphia United States,★★,6.88014888337469,Mediterranean
Hawthornes,,Hawthorne Philadelphia United States,★★,6.88014888337469,American
Little Nonna's,,Gayborhood Philadelphia ,★★,6.88014888337469,Italian
Bacco Bistro,, Doylestown United States,★★,6.859677419354838,
Dudley Chateau,,Cochituate Wayland United States,★,6.855583126550869,
Weber's Drive In,, Pennsauken Township United States,★,6.855583126550869,
PHO•NOM1NAL,, Allentown United States,,6.855583126550869,
Lee's Hoagie House,, Doylestown United States,★,6.185994764397906,
Nom Wah Philadelphia,,Chinatown Philadelphia ,★,6.8433002481389575,Chinese Dim Sum
Añejo Philadelphia,,Northern Liberties Philadelphia United States,,6.8433002481389575,Mexican
Loco Pez West Philly,,Cedar Park Philadelphia United States,★★,6.8433002481389575,Mexican
Smitty's Clam Bar,,Historic/Old Town Somers Point ,★,6.8433002481389575,
Philly Style Bagels,,Fishtown Philadelphia United States,★,6.826923076923077,Bagels
Sanibel Bean,, Sanibel United States,★★,6.822828784119107,
Manhattan Bagel,, Langhorne United States,★,6.181675392670157,
Giovanni's cafe and pizzeria,, Boyertown United States,★,6.181675392670157,Pizza
Mamma Maria's Restaurant & Pizzeria,, Boyertown United States,★★,6.1730366492146596,Pizza
Point Diner,, Somers Point United States,★,6.168717277486911,
Giovanni's Pizza,, Jamison United States,★,6.168717277486911,Pizza
Dunkin Donuts,,Fenway–Kenmore Boston ,★,6.160078534031414,Donuts
Santarpio's Pizza,OPERATIONAL,Jeffries Point Boston ,★,6.155759162303665,Pizza
Ben & Jerry’s,,Prudential / St. Botolph Boston ,,6.151439790575917,Ice Cream
A Mano,, Philadelphia United States,★★★,6.151439790575917,Italian
Novitá,,Mott Section Garden City ,★★★,6.151439790575917,Italian Wine Bar
Tuscan Kitchen Seaport,,D Street / West Broadway Boston ,★★★,6.13848167539267,Italian
Beck's Land & Sea House,, Nazareth United States,★★★,6.1341623036649215,
"Savona Restaurant, King of Prussia",,Executive Estates Park Gulph Mills United States,★★★,6.1341623036649215,Italian
The Donut Pub,OPERATIONAL,NoHo New York United States,★★★,6.125523560209424,Donuts Pub
Namkeen,,South Williamsburg New York United States,,6.125523560209424,Chicken Sandwiches
Teak,,St. Petersburg Innovation District St. Petersburg United States,,6.116884816753927,American
Georgetown Cupcake,OPERATIONAL,SoHo New York United States,★★,6.818734491315137,Bakery Dessert
Tatte Bakery & Cafe,,Seaport District Boston United States,★★,6.818734491315137,Bakery Cafe
Clear Flour Bakery,,Packard's Corner Brookline ,★★,6.818734491315137,Bakery
Mountain Springs Restaurant - Captain's Cove,, Reading United States,★★,6.112565445026178,
400 Beach Seafood & Tap House,, St. Petersburg United States,★★,6.112565445026178,Seafood
Star Thai & Sushi,, Siesta Key United States,★★,6.806451612903226,Japanese Sushi Thai
Shake Shack Midtown East,OPERATIONAL,Murray Hill New York United States,★★,6.802357320099256,American Burgers
Sidewalk Tacos Food Truck,OPERATIONAL,Greenwich Village New York United States,,6.802357320099256,Taqueria
Corner Bistro,OPERATIONAL,West Village New York United States,★,6.794168734491315,American Burgers
FREEHOLD,OPERATIONAL,Williamsburg New York United States,★★,6.790074441687345,American Cafe
La Dolce Vita,, Millsboro United States,★★,6.103926701570681,
The Docks,, Key West United States,,6.099607329842932,
Madara's Seafood,, Newtown United States,,6.0952879581151835,Seafood
McKenzie Brew House,, Malvern United States,★★,6.785980148883375,
Snap Custom Pizza,,Willowburn Bryn Mawr United States,★,6.785980148883375,Pizza
Summer House,, Rehoboth Beach United States,★★,6.090968586387435,
Mason's Famous Lobster Rolls,, Rehoboth Beach United States,★★,6.086649214659686,
Bad Monkey OC,,North Ocean City Ocean City ,★★,6.082329842931937,Burgers Sandwiches
Stonersville Hotel,, Birdsboro United States,★★,6.777791563275434,
Häagen-Dazs,, King of Prussia United States,★★,6.0780104712041885,
Hattie B's Hot Chicken - Nashville - Melrose,,Woodland in Waverly Nashville ,★★,6.0780104712041885,American Chicken Southern
Naf Naf Grill,,Center City West Philadelphia United States,★,6.069371727748691,
Evil Genius Beer Company,, Philadelphia United States,★,6.069371727748691,
Tradesman's,,Midtown Village Philadelphia United States,,6.069371727748691,Barbecue
Pizza Roma Quakertown,, Quakertown United States,★,6.069371727748691,Pizza
Shank's Original,,South Philadelphia Philadelphia United States,★,6.052094240837697,
honeygrow,,Center City West Philadelphia United States,★★,6.047774869109948,
Shake Shack Suburban Square,, Ardmore United States,★★,6.043455497382199,Burgers
Vecchia Nuova,, Phoenixville United States,★★,6.043455497382199,
Buffalo Wild Wings,,Audubon Shrine Phoenixville ,★★,6.034816753926702,American
MidiCi - Italian Kitchen,, East Providence United States,★★,6.030497382198953,Italian
Barnaby's West Chester,, West Chester United States,★★,6.030497382198953,
Rams Head Bar & Grill,, West Chester United States,★★,6.021858638743455,
PrimoHoagies,, Phoenixville United States,★★,6.017539267015707,
Ben & Jerry’s,,Fort Point Channel Landmark District Boston ,★★,6.017539267015707,Dessert
Bodega Canal,,Downtown Boston ,★★,6.017539267015707,Bar Food Pizza
Tokyo Steakhouse,, Lewes United States,★★,6.004581151832461,Steakhouse
Over Easy Cafe,, Sanibel United States,★★,6.004581151832461,
PrimoHoagies,, Downingtown United States,★★,5.995942408376964,
Perkasie Pizza & Pasta,, Perkasie United States,★★,5.991623036649215,Pizza
Huda,,Center City West Philadelphia ,,6.773697270471464,Sandwiches
Brewery ARS,, Philadelphia United States,,6.769602977667494,Brewery
Butler,OPERATIONAL,Williamsburg New York United States,★★,6.765508684863524,Cafe
Tres Gatos,,Jamaica Plain Boston ,★★,6.765508684863524,Spanish Tapas
110 Japan Sushi Hibachi & Lounge,, Huntington Station ,★★,6.765508684863524,Bar Food Hibachi Japanese Steakhouse Sushi
Ozgoods Neighborhood Grill & Bar,, Kutztown United States,★★,6.765508684863524,
Carlino's Market,, Ardmore United States,★★,5.987303664921466,Italian Market
P. J. Clarke’s At The Curtis,,Center City East Philadelphia United States,★★,5.982984293193717,
MilkBoy,,Gayborhood Philadelphia ,★★,5.978664921465969,American
Bistro Romano,,Southwark Philadelphia ,★★★,5.978664921465969,Italian
Spasso Italian Grill,, Philadelphia ,★★,5.978664921465969,Italian
Goldie,,University City Philadelphia ,,5.965706806282723,Israeli Vegan
Talula's Daily,,Center City Philadelphia ,★★,5.9613874345549736,American Cafe Dessert
Revolution House,,Old City Philadelphia United States,★★,5.9613874345549736,American Pizza
Pizza Peddler,,Westtown Hillside West Chester United States,★★,5.9613874345549736,Pizza
Urban Village Brewing Company,,Northern Liberties Philadelphia ,★★,5.948429319371728,Brewery Pizza
DanDan Rittenhouse,,Center City West Philadelphia ,★★,5.944109947643979,Asian Chinese Taiwanese
PrimoHoagies,,Midtown Village Philadelphia ,★★,5.944109947643979,Sandwiches
Terakawa Ramen,,University City Philadelphia United States,★★,5.935471204188482,Ramen
Barcade,,Fishtown Philadelphia United States,★★,5.935471204188482,
Freebyrd Chicken - Philadelphia,, Philadelphia United States,★★,5.926832460732984,
"Weavers Way Co-op, Chestnut Hill",,Chestnut Hill Philadelphia United States,,5.926832460732984,
Chickie's & Pete's,, Malvern United States,★★,5.918193717277487,
The Gryphon,,South End Burlington United States,★★,5.918193717277487,
Texas Roadhouse,, Montgomeryville United States,★★,5.90955497382199,
Grotto Pizza,, Rehoboth Beach United States,★★,5.90955497382199,Pizza
Pearl's Oyster Bar,,Center City East Philadelphia United States,★★,5.900916230366493,
Chiaro's Pizzeria & Restaurant Green Lane,, Green Lane United States,★,5.896596858638744,Pizza
Skippack Pizza,, Schwenksville United States,★,5.896596858638744,Pizza
WindMill Hot Dogs of Belmar,, Belmar United States,★,5.887958115183246,
Sam Adams Boston Taproom,,Government Center Boston ,,5.8836387434554975,Beer
Crab Barn,, Reading United States,★★★,5.879319371727749,
Tap Room,, Patchogue United States,★★,5.875,American Bar Food
The Pour House [Exton],, Exton United States,★★,5.875,
Blue Bottle Coffee,OPERATIONAL,Midtown East New York United States,★★,5.8663612565445025,Coffee Shop
Rams Head Tavern,, Annapolis United States,★★,5.862041884816755,
The Pub - Tampa,,Westshore Tampa United States,★★,5.862041884816755,Pub
Starbucks Reserve,,Chelsea New York United States,★★,5.853403141361257,
Soho Park,OPERATIONAL,Nolita New York United States,★★,5.853403141361257,American
Argento's Pizza Pottstown,, Pottstown United States,★,5.8447643979057595,Pizza
Fiesta Habanero,, Quakertown ,★,5.8447643979057595,Mexican
Bayou Bar & Grill,,Manayunk Philadelphia United States,★,5.836125654450262,
Blue Corn Restaurant and Bar,,Bella Vista Philadelphia ,★★,5.831806282722513,Mexican
Paddy Whacks Irish Sports Pub - South Street,,Southwark Philadelphia United States,★★,5.831806282722513,Pub
Llanerch Diner,,Kirklyn Pennsylvania United States,★,5.823167539267016,Diner
Tio Flores,,Graduate Hospital Philadelphia ,★★,5.823167539267016,Mexican
Chickie's & Pete's,,Wissinoming Philadelphia United States,★★,5.814528795811518,
Ben & Jerry’s,,Spruce Hill Philadelphia United States,★★,5.814528795811518,
McGillin's Olde Ale House,,Midtown Village Philadelphia ,★,5.8058900523560215,Irish Pub
Chickie's & Pete's,, Eagleville United States,★★,5.801570680628273,
Anthony's Coal Fired Pizza & Wings,, Horsham United States,★★,5.801570680628273,Pizza
Tipsy Turtle Restaurant & Bar,, Sanibel United States,,5.792931937172775,
Buffalo Wild Wings,,Moorestown-Lenola Mount Laurel Township United States,★★,5.7886125654450264,
Krispy Krunchy Chicken,, Fleetwood United States,★,5.784293193717278,
Wendy's,, Newtown United States,★,5.779973821989529,
Manhattan Bagel,, Chalfont United States,★,5.77565445026178,
MOD Pizza,, Newtown United States,★,5.77565445026178,Pizza
C.J. Hummels Restaurant,, Lenhartsville United States,★★,5.767015706806283,
Buffalo Wild Wings,, Langhorne United States,★★,5.762696335078534,
Kutztown Tavern,, Kutztown United States,★★,5.762696335078534,
Tootsies Orchid Lounge,,Sobro Nashville United States,,5.754057591623037,Bar
Basin Street Hotel - Restaurant & Pub,, Kutztown United States,★,5.749738219895288,Pub
Tosco's Pub & Grill,, Pennsburg United States,★★,5.749738219895288,Pub
Sweeney's Station Saloon,,Somerton Philadelphia United States,★,5.749738219895288,
Snuzzle's,, Mertztown United States,★,5.736780104712042,
Embers Restaurant,, Ocean City United States,★★★,5.732460732984293,
Bad Monkey West OC,, Ocean City United States,★★,5.728141361256545,
4th Street Taphouse Bar & Grille,, Ocean City United States,★★,5.728141361256545,
Grotto's Pizza,, Ocean City United States,★★,5.728141361256545,Pizza
Fractured Prune Donuts,,Historic/Old Town Ocean City ,★★,5.715183246073298,Donuts
Grotto Pizza,, Newark United States,★★,5.715183246073298,Pizza
Bull on the Beach,, Ocean City United States,★★,5.706544502617801,
Touch of Italy Lewes DE,,Lewes Historic District Lewes United States,★★,5.702225130890053,
Big Pecker's Bar & Grill,, Ocean City United States,★★,5.702225130890053,
Minella's Diner,,West Wayne Wayne United States,★★,5.693586387434555,Diner
Snapper's Sea Grill,,Brightwater St. Pete Beach United States,★★,5.689267015706807,Grill Seafood
Stopper's Steak and Seafood,, Birdsboro United States,★★,5.689267015706807,Seafood
The Raw Bar at Island Creek Oyster Farm,,Duxbury Duxbury United States,,6.749131513647643,Seafood
Harrison's Harbor Watch,, Ocean City United States,★★★,5.680628272251309,Seafood
Chambers 19 Bistro & Bar,, Doylestown United States,★★,5.680628272251309,
Columbia Restaurant,,Ybor City Historic District Tampa United States,★★★,5.680628272251309,Spanish
Meding's Seafood,, Milford United States,★★,5.667670157068063,Seafood
Pop's Kitchen,, Easton United States,★,5.663350785340315,
Jerry's Rotisserie and Fried Chicken,, Pottstown United States,★,5.659031413612565,
V & S Sandwich Shop,, Reading United States,★,5.654712041884817,Sandwiches
Wendy's,, Pottstown United States,★,5.650392670157069,
Wendy's,, Pottstown United States,★,5.64607329842932,
No 1 Chinese Restaurant,, Pottstown United States,★,5.64607329842932,Chinese
Los Aztecas Inc,, Pottstown United States,★,5.64607329842932,
BIG DADDYS PIZZA,, Pottstown United States,★,5.6331151832460735,Pizza
King Wok Chinese,, Pottstown United States,★,5.6331151832460735,Chinese
Corrado's Pizza,, Pottstown United States,★,5.624476439790576,Pizza
Wendy's,, Pottstown United States,★,5.620157068062827,
HG Palermo's Pizza,, Pottstown United States,★,5.6158376963350785,Pizza
Little Oley Tavern,, Boyertown United States,★,5.61151832460733,
Brookside Family Restaurant,, Pottstown United States,★,5.61151832460733,
V & S Sandwich Shop,, Temple United States,★,5.602879581151832,Sandwiches
Capriotti's Sandwich Shop,, Downingtown United States,★,5.602879581151832,Sandwiches
The Lure,,Central Arts District St. Petersburg United States,★★,5.5942408376963355,Tapas
Buffalo Wild Wings,, Warrington United States,★★,5.5942408376963355,
Chickie's and Pete's,, Warrington United States,★★,5.5942408376963355,
Pink Taco,,Fort Point Boston ,★★,5.581282722513089,Mexican Taqueria
Crabby Bill's in St. Pete Beach,,Punta Vista St. Petersburg ,★★,5.5769633507853404,Seafood
PrimoHoagies,, Newtown United States,★★,5.572643979057592,
Matteo Trattoria & Pizzeria St Pete,, St. Petersburg United States,★★,5.572643979057592,Pizza
The Big Catch at Salt Creek,, St. Petersburg United States,★★,5.564005235602094,
Paradise Grill,,Orchard Manor Millsboro ,★★,5.564005235602094,
The Cheesecake Factory,,Rittenhouse Row Philadelphia United States,★★,5.555366492146597,American Bar Food Burgers Chinese Dessert Global Italian Mexican
Hunger Burger,,Center City East Philadelphia United States,,5.555366492146597,Burgers
Rouge,,Rittenhouse Square Philadelphia ,★★★,5.555366492146597,American Burgers
