name,status,location,price,score,cuisines
Red Mesa Cantina,,Waterfront Arts District St. Petersburg United States,★★,8.70210918114144,Mexican
The Original Greene Turtle,, Ocean City United States,★★,8.698014888337468,
Barcelona Wine Bar,,East Passyunk Crossing Philadelphia ,★★,8.693920595533498,Spanish Tapas Wine Bar
Stogie Joe's Tavern,,East Passyunk Crossing Philadelphia United States,★★,8.693920595533498,
Human Robot,,North Philadelphia East Philadelphia United States,,8.685732009925559,
Di Bruno Bros. - The Franklin,,Center City East Philadelphia United States,,8.685732009925559,
Steve's Prince of Steaks,,Northeast Philadelphia Philadelphia ,★★,8.677543424317617,Sandwiches
Spring Hollow Golf Club,, Spring City United States,,8.673449131513648,
Captain’s Market,, Trappe United States,,8.673449131513648,
Klein's Fish Market,, Belmar United States,★★,8.665260545905706,Seafood
Woodman's of Essex,,Essex Essex United States,★★,8.661166253101737,Seafood
Union Oyster House,,Downtown Boston ,★★,8.661166253101737,American New England Seafood
"Mike's Seafood - Sea Isle City, NJ",,Townsends Inlet Sea Isle City ,★★,8.652977667493797,Seafood
No.9 Park,OPERATIONAL,Beacon Hill Boston ,★★★★,8.648883374689827,French Italian
George & Wendy's Seafood Grille,, Sanibel United States,,8.648883374689827,Seafood
Butcher and Singer,,Rittenhouse Square Philadelphia ,★★★★,8.648883374689827,Steakhouse
Chickadee,OPERATIONAL,D Street / West Broadway Boston ,★★★,8.648883374689827,American Italian Mediterranean
Galyn's,,Bar Harbor Bar Harbor ,★★★,8.632506203473945,American Seafood
Island Creek Oyster Bar,CLOSED_PERMANENTLY,Fenway–Kenmore Boston ,★★★,8.632506203473945,American New England Seafood
Summer Shack,OPERATIONAL,Fenway–Kenmore Boston ,★★,8.624317617866005,American New England Seafood
Yellow House Hotel,, Douglassville United States,★★,8.620223325062035,
Zaragoza,,Ukrainian Village New York United States,★,8.616129032258065,Mexican
Meglio Pizzeria,, Newtown United States,★★,8.616129032258065,Pizza
Harpoon Hanna's,, Fenwick Island ,★★,8.607940446650124,
Mel's,,Chelsea New York United States,,8.607940446650124,Pizza
Charlie's,,Historic/Old Town Somers Point United States,★★,8.599751861042183,
Big Oyster Brewery,, Lewes United States,,8.595657568238213,Brewery
Victory Brewing Company Kennett Square,, Kennett Square United States,★★,8.595657568238213,Brewery
Kennett Brewing Company,, Kennett Square United States,,8.595657568238213,Brewery
Sycamore Grill,, Newtown United States,★★,8.595657568238213,
Vintner's Table,, Phoenixville United States,,8.579280397022332,
Nudy's Cafe Swedesford,,Shand Tract Berwyn United States,,8.575186104218362,American Breakfast
Dante's Italian Bistro & Pastry,, Phoenixville United States,,8.575186104218362,Italian
Phở 75,,Passyunk Square Philadelphia ,★,8.566997518610421,Pho Vietnamese
Hog Island Steaks,, Phoenixville United States,★,8.566997518610421,
Dean's Deli,, Riegelsville United States,★,8.558808933002481,Delicatessen
Red Mesa Mercado,,The Edge District St. Petersburg United States,★,8.554714640198512,
Jordan's Restaurant - Breakfast - Lobster Rolls - Burgers - Pancakes - Sandwiches,,Bar Harbor Bar Harbor ,★,8.554714640198512,Burgers Sandwiches
Mil-Lee's Yardley Diner,, Yardley United States,★,8.54652605459057,
Ramen Ishida,OPERATIONAL,Lower East Side New York United States,★,8.54652605459057,Japanese Ramen
Tony Roni's Spring House,, Spring House United States,★,8.53833746898263,
Oishii Sushi & Ramen,,Old City Philadelphia United States,,8.53424317617866,Japanese Ramen Sushi
Vedge,,Gayborhood Philadelphia ,★★★,8.53014888337469,American
86 West,, Doylestown United States,★★,8.53014888337469,
Rex at the Royal,,Graduate Hospital Philadelphia ,★★,8.52196029776675,American Cajun Southern
High Street Philly,,Center City Philadelphia ,★★,8.52196029776675,American
1310 Kitchen & Bar,,Georgetown Washington D.C. United States,,8.52196029776675,American
Serpico,,Bella Vista Philadelphia ,★★,8.509677419354839,American Seafood
La Peg,,Old City Philadelphia ,★★,8.505583126550869,American
The Seafood Shanty,, Edgartown ,★★,8.501488833746897,American Japanese Seafood Sushi
OOKA Restaurant Bar . Sushi .Hibachi,, Montgomeryville United States,★★,8.501488833746897,Japanese Sushi
Tomo Sushi & Ramen,,Old City District Philadelphia ,★★,8.493300248138958,Japanese Ramen Sushi
Loco Pez,,Kensington Philadelphia ,★,8.493300248138958,Mexican
Goldie,,Center City West Philadelphia ,★,8.493300248138958,Israeli Vegan
Assateague Crab House,, Berlin United States,★★,8.481017369727047,
Blue Bottle Coffee,OPERATIONAL,Williamsburg New York United States,★★,8.476923076923077,Coffee Shop
Russo's Pizza,, New Hope United States,,6.5790575916230365,Pizza
Buttonwood Grill,, New Hope United States,★★,6.5790575916230365,
Spuntino,, Dix Hills United States,★★,6.57041884816754,
Grotto Pizza,, Dewey Beach United States,★★,6.566099476439791,Pizza
sweetgreen,,Center City West Philadelphia ,★★,6.566099476439791,Salad
The Beach House Restaurant LBI,,North Beach Haven Beach Haven United States,★★,6.5574607329842935,
Timothy's Lionville,, Exton United States,★★,6.553141361256545,
The Green Flash Restaurant,, Captiva United States,★★,6.553141361256545,
Takara Japanese Restaurant,, Wayland United States,★★,6.553141361256545,
Penn Steak & Fries,, Pottstown United States,,6.5401832460732985,
Bowman's North,, Riegelsville United States,★★,6.5401832460732985,
BellaBrava,,Waterfront Arts District St. Petersburg United States,★★,8.472828784119107,Italian
Ciao Roma,OPERATIONAL,North End Boston ,★★,8.472828784119107,Italian
Downtown Bistro 108,, Watertown United States,,6.531544502617801,
Bob Lobster,, Newbury United States,★★,6.527225130890052,
Blue Bottle Coffee,,Georgetown Washington D.C. United States,★★,6.522905759162303,Coffee Shop
Margaritas Mexican Restaurant,, Langhorne United States,★★,6.5185863874345555,Mexican
Yardley General,, Yardley United States,,8.464640198511166,
Ice House,, Pottstown United States,★★,6.514267015706807,
La La Lobster,, Yardley United States,,6.509947643979058,
Capt'n Chucky's Crab Cake Co,, Yardley United States,,6.509947643979058,
Nomad Pizza,,Princeton North Princeton ,★★,8.460545905707196,Pizza
Night Shift Brewing - Lovejoy Wharf,,North End Boston ,★★,8.460545905707196,American Bar Food Brewery
Royal Treat,,Silver Lake Shores Rehoboth Beach ,,8.452357320099257,
Forest & Main Brewing Company,, Ambler United States,★★,8.452357320099257,Brewery
Lock 29 Mont Clare,, Mont Clare United States,,8.444168734491315,
Traders 2,, Sanibel United States,,8.444168734491315,
Railroad Street Bar & Grill,,Woodgate Linfield United States,★★,8.444168734491315,American
Lock29 Mont Clare,, Mont Clare United States,,8.444168734491315,
The Migrant Kitchen,OPERATIONAL,Financial District New York United States,★★,8.427791563275434,American Cafe
Christopher's A Neighborhood Place,,South Wayne Historic District Wayne ,★★,8.423697270471465,American
Bowman's Tavern,, New Hope United States,★★,8.419602977667495,American Gastropub Pub
Ponzio's,,Ellisburg Cherry Hill ,★★,8.419602977667495,American
Deacon's New South,,Downtown Nashville United States,,8.411414392059553,American Southern
Paladar Latin Kitchen & Rum Bar,,Shand Tract King of Prussia ,★★,8.407320099255584,Latin American
Steak & Main,, North East United States,★★,8.403225806451612,
Turning Point of Newtown,, Newtown United States,★★,8.403225806451612,
Hog's Breath Saloon,,Bahama Village Key West ,★★,8.403225806451612,
3 Daughters Brewing,, St. Petersburg United States,,8.390942928039703,Brewery
Sunshine Café,, Royersford United States,★,8.390942928039703,
Rebel Hill Brewing Company- 420 Taproom,, Phoenixville United States,,8.382754342431761,Brewery
Other Half Brewing Domino Park,,South Williamsburg New York United States,,8.378660049627792,Brewery
Chart House,,Center City Philadelphia United States,★★★,8.378660049627792,
Tiger Mama,CLOSED_PERMANENTLY,West Fens Boston ,★★★,8.378660049627792,Asian Fusion
Buddakan,OPERATIONAL,Chelsea New York United States,★★★★,8.36637717121588,Asian Fusion
Del Frisco's Double Eagle Steakhouse,,Center City West Philadelphia ,★★★★,8.36637717121588,Steakhouse
Old Homestead Steakhouse,OPERATIONAL,Chelsea New York United States,★★★★,8.358188585607941,Steakhouse
Jean-Georges Philadelphia,,Logan Square Philadelphia ,★★,8.354094292803971,American
Green Parrot,, Newtown United States,★★,8.354094292803971,American
Fare,,Spring Garden Philadelphia ,★★,8.34590570719603,American
Green Eggs Café,, Philadelphia ,★★,8.34181141439206,American
Cafe Lift,,Callowhill Philadelphia ,★★,8.34181141439206,Cafe
Puddlers Kitchen & Tap by Conshohocken Brewing Co.,, Bridgeport United States,★★,8.333622828784119,Brewery
Spring House Tavern,, Ambler United States,★★,8.329528535980149,
Nudy's East Side Cafe - Devon,,Shand Tract Wayne ,★★,8.32543424317618,Breakfast Cafe
Casa Toro Mexican Grill,,Center Valley Coopersburg ,★★,8.32133995037221,Mexican
Scooped by Demetres (CityPlace),,CityPlace Toronto Canada,,8.317245657568238,
Elephant & Castle,, Toronto Canada,★★,8.317245657568238,
Sly Fox Brewhouse & Eatery,, Phoenixville United States,★★,8.317245657568238,
Kooma West Chester,, West Chester United States,★★,8.304962779156327,
Pag's Pub,, Doylestown United States,★★,8.304962779156327,Pub
Great American Pub Phoenixville,, Phoenixville United States,★★,8.296774193548387,Pub
Piggy's,, Lake Harmony United States,★★,8.292679900744417,
Pure Spirits,, Toronto Canada,★★★,8.288585607940448,
Nautilus Pier 4,,Seaport District Boston United States,,8.288585607940448,Asian Fusion Tapas
Coral Reef Restaurant,, Orlando United States,★★★,8.288585607940448,Seafood Vegetarian
Barbatella,,Old Naples Naples United States,★★★,8.276302729528537,Italian
Fujiyama,,Halfway House Pottstown United States,★★,8.272208436724565,
Blue Bell Inn,, Blue Bell United States,★★★,8.268114143920595,American
The Clocktower,OPERATIONAL,Flatiron District New York United States,★★★,8.268114143920595,American British
Jacob’s Pickles,OPERATIONAL,Fulton Ferry District New York United States,,8.259925558312656,American
Trident Galley & Raw Bar,,North Weymouth Hingham ,★★★,8.255831265508686,Seafood
Rebel Hill Brewing Company - Brewery on Bridge,, Phoenixville United States,,8.251736972704714,Brewery
Lazy Flamingo,,The Dunes Sanibel ,★★,8.251736972704714,Seafood
Liberty Union Bar & Grill,, Phoenixville United States,★★,8.251736972704714,
Nudy's Bridge Street Cafe,, Phoenixville United States,★★,8.239454094292803,
Higgins Crab House South,, Ocean City United States,★★,8.239454094292803,
Harvest Seasonal Grill - Moorestown,, Moorestown United States,★★,8.239454094292803,
The Crab Trap,,Historic/Old Town Somers Point ,★★,8.239454094292803,
Fourth Street Shrimp Store,, St. Petersburg United States,★★,8.223076923076924,
Positano Coast by Aldo Lamberti,,Old City District Philadelphia ,★★,8.223076923076924,Italian
Mission Taqueria,,Center City West Philadelphia ,★★,8.214888337468983,Mexican
Cedar Point Bar & Kitchen,,Fishtown Philadelphia United States,★★,8.210794044665013,
Amma's South Indian Cuisine,, Philadelphia ,★★,8.210794044665013,Indian
Victory Brewing Company Parkesburg,, Parkesburg United States,,8.202605459057072,Brewery
Stokesay Castle & The Knight's Pub,, Reading United States,★★,8.198511166253102,Pub
Uncle B's Bar B Q,, Phoenixville United States,★★,8.194416873449132,
Villa Rosa Pizza & Restaurant,, Yardley United States,★★,8.190322580645162,Pizza
Shady Brook Farm,, Yardley United States,,8.190322580645162,
Casapulla's Subs Rehoboth Beach,, Rehoboth Beach United States,★★,8.182133995037221,
Joe Coffee Company,OPERATIONAL,Brooklyn Heights New York United States,★,8.178039702233251,Coffee Shop
Nene’s Taqueria,OPERATIONAL,Bushwick New York United States,★,8.178039702233251,Delicatessen Mexican Taqueria
Lombardi's Pizza,OPERATIONAL,Nolita New York United States,★★,8.16985111662531,Italian Pizza
Hyman's Seafood,,French Quarter Charleston ,★★,8.16985111662531,Seafood
Time Out Market New York,,Fulton Ferry District New York United States,★★,8.16166253101737,Food Court
The Williamsburg Hotel,OPERATIONAL,Williamsburg New York United States,★★,8.16166253101737,American
The Shrimp Box & Outside The Box Patio Bar,,West Point Pleasant Point Pleasant Beach ,★★,8.153473945409429,Bar Seafood
Geddy's,,Bar Harbor Bar Harbor ,★★,8.153473945409429,Seafood
Shore St. Armands,,St. Armands Sarasota ,★★,8.14528535980149,American Seafood
Wrap Shack,, Philadelphia ,,8.141191066997518,American
Second District Brewing,, Philadelphia United States,,8.141191066997518,Brewery
Source Urban Brewery,, Philadelphia United States,,8.141191066997518,Brewery
Sly Fox Taphouse at the Knitting Mills,, Wyomissing United States,,8.128908188585608,Bar Pub
Sly Fox Brewing Company,,West Pottsgrove Pottstown United States,,8.128908188585608,Brewery
Jukebox Cafe,,Village Green Boyertown ,★★,8.120719602977667,
Moish and Itzy’s Restaurant & Delicatessen,, Langhorne United States,★★,8.116625310173697,Delicatessen
Call Your Mother – Georgetown,,Georgetown Washington D.C. United States,,8.112531017369728,Cafe Delicatessen
Millburn Deli,,Cedar Knolls Morristown United States,,8.112531017369728,Delicatessen Sandwiches
"Mamoun's Falafel - Greenwich Village, Manhattan, NY",OPERATIONAL,South Village New York United States,★,8.104342431761786,Middle Eastern
Village Square Pizza,OPERATIONAL,East Village New York United States,★,8.104342431761786,Pizza
Ribalta,OPERATIONAL,Greenwich Village New York United States,★★,8.104342431761786,Italian Pizza
Pizza Moto,OPERATIONAL,Red Hook New York United States,★,8.104342431761786,Pizza
Tony Roni's Pizza,,Whitemarsh Green Conshohocken ,★★,8.104342431761786,Pizza
Flanigan's Boathouse,, Conshohocken United States,★★,8.083870967741936,
Bushels Crab House & Seafood,, Lewes United States,★★,8.083870967741936,Seafood
Bear Creek Mountain Resort,, Macungie United States,,8.075682382133994,
Wawa Drive Thru,, Morrisville United States,,8.075682382133994,
Workhorse Brewing Company,, King of Prussia United States,,8.067493796526055,Brewery
"Tommy Bahama Restaurant, Bar & Store",,St. Armands Sarasota ,★★★,8.063399503722085,Caribbean Seafood
The Southern Steak & Oyster,,Sobro Nashville ,★★★,8.059305210918115,Seafood Steakhouse
Boucherie West Village,OPERATIONAL,West Village New York United States,★★★,8.055210918114144,French
East Hampton Grill,,Apaquogue East Hampton ,★★★,8.055210918114144,American Seafood Steakhouse
"black & blue steak and crab, Burlington Ma.",,Woods Corner Burlington ,★★★,8.047022332506204,American Seafood Steakhouse
Smith & Wollensky,,Downtown Boston ,★★★,8.047022332506204,Seafood Steakhouse
Cock 'n Bull Restaurant,, Lahaska United States,★★,8.038833746898263,
Mac's On the Pier,,South Wellfleet Wellfleet ,★★,8.038833746898263,Seafood
Knickerbocker Bagel,OPERATIONAL,Bushwick New York United States,★★,8.030645161290323,Bagels
Goldbergs Famous Bagels,,Apaquogue East Hampton ,★★,8.030645161290323,Bagels
Hook & Barrel,,The Dunes Myrtle Beach ,★★★,8.022456575682382,Seafood
Bostwick's Chowder House,,Apaquogue East Hampton ,★★,8.022456575682382,Seafood
Tijuana Tacos,, Quakertown United States,,8.014267990074442,
Nicola Pizza On the Avenue,, Rehoboth Beach United States,★,6.5013089005235605,Pizza
Monte's Trattoria,OPERATIONAL,South Village New York United States,★★,6.496989528795812,Italian
Jules Thin Crust,, Doylestown United States,★★,6.496989528795812,
Modern Pastry,,North End Boston ,★★,6.488350785340314,Bakery Italian
Kpod,, Philadelphia ,★★,6.484031413612565,Asian Japanese
sweetgreen,, Ardmore United States,★★,6.484031413612565,American Healthy National Chain Salad Vegetarian
Gastronomy Restaurant,, Huntington Station ,★★,6.475392670157068,American Japanese Salad Sushi
Thinking Cup,,Back Bay Boston ,★★,6.471073298429319,Cafe Tea
Barking Crab Restaurant,,D Street / West Broadway Boston ,★★,6.471073298429319,American New England Seafood
St Tropez Soho,OPERATIONAL,South Village New York United States,★★★,6.4624345549738225,French
Grille 3501,,Rose Garden Allentown ,★★★,6.4624345549738225,
Royal Boucherie,,Center City East Philadelphia ,★★★,6.4624345549738225,American French
Eataly,OPERATIONAL,Prudential / St. Botolph Boston ,★★★,6.449476439790576,Italian
The Surf Lodge,, Montauk United States,,6.445157068062827,Seafood
Legal Sea Foods - Harborside,,Seaport District Boston ,★★★,6.445157068062827,American New England Seafood
Dead Freddies Island Grill,, Ocean City United States,★★,6.43651832460733,
Seacrets,,North Ocean City Ocean City ,★★,6.432198952879581,American Caribbean
Brass Balls Saloon,,Cape Isle of Wight Ocean City ,★★,6.427879581151832,
DRY 85 OC,, Ocean City United States,,6.423560209424084,
de Lazy Lizard,, Ocean City United States,★★,6.419240837696336,Bar Grill
honeygrow,,Shand Tract King of Prussia ,★★,6.414921465968587,
Buffalo Wild Wings,, King of Prussia United States,★★,6.414921465968587,
Randazzo's Pizzeria,, Willow Grove United States,,6.414921465968587,Pizza
Pizzeria Vetri,, King of Prussia United States,★★,6.401963350785341,Pizza
Sedona Taphouse,,Wilmer Phoenixville ,★★,6.401963350785341,American
Shake Shack,,Abrahams King of Prussia United States,★★,6.393324607329843,American Burgers Fast Food National Chain Seafood Southern
The Cheesecake Factory,,Abrahams King of Prussia ,★★,6.393324607329843,American
Roman Delight of Fountainville,, Doylestown United States,★★,6.384685863874346,Delicatessen
Murray's Deli,,Academyville Bala Cynwyd United States,★★,6.384685863874346,Delicatessen
Bagel Barrel,, Doylestown United States,★,6.376047120418848,
The Analog Room,, Phoenixville United States,,6.371727748691099,
Crab Shack Restaurant,, St. Petersburg United States,★★,6.367408376963351,
Banyan Cafe and Catering on Central,, St. Petersburg United States,★,6.363089005235603,
Stillwaters Tavern,,Waterfront Arts District St. Petersburg United States,★★,6.358769633507854,
Fresco's Waterfront Bistro,, St. Petersburg United States,★★,6.358769633507854,
Bagel Express,OPERATIONAL,Murray Hill New York United States,★,6.350130890052356,Bagels
Lucky's Famous Burgers,OPERATIONAL,Chelsea New York United States,★,6.350130890052356,Burgers
Bethany Boathouse,, Bethany Beach United States,★★,6.350130890052356,
Bobby's Burger Palace,, Montville United States,★★,6.33717277486911,Burgers
Ben & Jerry’s,, Cape May United States,★★,6.332853403141361,
Panera Bread,, Allentown United States,★★,6.332853403141361,
Grotto Pizza,, Rehoboth Beach United States,★★,6.324214659685864,Pizza
Separatist South Philly,, Philadelphia United States,,6.319895287958115,
Nora's,, Oswego United States,★★,6.319895287958115,
Ben & Jerry’s,,Back Bay Boston ,★★,6.319895287958115,
Zutto Japanese Ramen Sushi Bar,,Nolita New York United States,★★,6.3069371727748695,Japanese Ramen Sushi
Lily Sushi Grill,,West End Theatre District Allentown ,★★,6.3069371727748695,Japanese Sushi
Princeton Bar & Grill,, Avalon United States,★★,6.298298429319372,American Bar Seafood
The Love.,, Philadelphia ,★★★,6.293979057591623,American
Urban Farmer,,Center City Philadelphia ,★★★,6.293979057591623,American Steakhouse
Fractured Prune Doughnut Shop,,North Ocean City Ocean City ,★,6.285340314136126,Donuts
Penn steak and fries,, Barto United States,,6.285340314136126,
White Dog Cafe,,University City Philadelphia ,★★★,6.276701570680628,American
Westtown Amish Market,, West Chester United States,,6.276701570680628,
Spataro's,,Center City East Philadelphia United States,,6.2680628272251315,American Cheesesteaks
McCormick & Schmick's Seafood & Steaks,,Midtown Village Philadelphia ,★★★,6.2680628272251315,Seafood
Slack's Hoagie Shack,, Warrington United States,★,6.259424083769634,
Insomnia Cookies CookieLab,,Passyunk Square Philadelphia ,,6.255104712041885,Cookies
Lucha Cartel,, Philadelphia ,,6.255104712041885,Tex-Mex
Flying Monkey Bakery,,Center City Philadelphia ,★,6.246465968586388,Bakery
Bad Martha Farmers Brewery,, Edgartown United States,,6.242146596858639,Brewery
Tim Hortons,,Finderne Raritan United States,★,6.242146596858639,
Zoto's Diner,, Line Lexington United States,★,6.233507853403141,
Borderline Cafe,, Riegelsville United States,★,6.229188481675393,
Mamoun's Falafel,,Princeton North Princeton ,★,6.224869109947644,Falafel
HillTop Breakfast Lunch And Pizza,, Sanatoga United States,★,6.224869109947644,Pizza
Clinton Station Diner,, Clinton United States,★★,6.216230366492146,
GS Steamers Bar & Grill,, Oswego United States,★★,6.216230366492146,
Acropolis Greek Taverna - Ybor City,, Tampa United States,★★,6.216230366492146,
Barcade,,Williamsburg New York United States,★★,8.01017369727047,
Murray's Cheese,OPERATIONAL,South Village New York United States,★★,8.01017369727047,Meat
The Works at Wyomissing,, Wyomissing United States,★★,6.203272251308901,
Texas Roadhouse,, Wyomissing United States,★★,6.203272251308901,
Partners Coffee,,Williamsburg New York United States,★★,8.001985111662531,Coffee Shop
Bridge Inn Pleasantville,, Oley United States,★★,7.997890818858561,
OOKA Sushi . Bar . Hibachi Steak house,,Holicong Doylestown ,★★,7.997890818858561,Hibachi Japanese Sushi
Union Jack's Olde Congo Hotel,, Barto United States,★★,7.98970223325062,
Bethany Blues BBQ,, Lewes United States,★★,7.98560794044665,Barbecue
Grotto Pizza,, Lewes United States,★★,7.9815136476426805,Pizza
Grotto Pizza,, Milford United States,★★,7.9815136476426805,Pizza
Chef Alans Restaurant & Bar,, West Reading United States,★★,7.973325062034739,
Folino Estate,, Kutztown United States,,7.973325062034739,
The Cheesecake Factory,, Willow Grove United States,★★,7.9651364764268,
Higgins Crab House North,, Ocean City United States,★★,7.961042183622829,
Hooper's Crab House & Sneaky Pete's,, Ocean City United States,★★,6.194633507853403,
Downtown Bakery,OPERATIONAL,East Village New York United States,★,7.956947890818858,Bakery Mexican
Thrasher's French Fries,,Cape Isle of Wight Ocean City ,★,7.956947890818858,American
Joe's Crab Shack,, Clearwater United States,★★,7.948759305210919,
Casa Mexico,,South Philadelphia Philadelphia United States,,7.948759305210919,
Arthur and Sons NY Italian,,West Village New York United States,,7.940570719602977,Italian
Abe Fisher,,Center City West Philadelphia ,★★★,7.940570719602977,Global
Scarpetta Philadelphia,,Rittenhouse Square Philadelphia ,★★★,7.932382133995038,Italian
Charlie was a sinner.,,Midtown Village Philadelphia ,★★★,7.928287841191067,Italian
Buddakan,,Old City District Philadelphia ,★★★,7.924193548387096,Asian
Fork,,Old City District Philadelphia ,★★★,7.920099255583127,American
Claudette,OPERATIONAL,Greenwich Village New York United States,★★★,7.920099255583127,French Mediterranean
Firepoint Grill,,Winderly Newtown Square ,★★★,7.911910669975186,American
Durant's,,Thompson Place Phoenix United States,★★★★,7.9078163771712155,Seafood Steakhouse
The Summer House Restaurant,,Tom Nevers Nantucket ,★★★★,7.9078163771712155,American
El Techo,,Center City West Philadelphia United States,,7.899627791563276,Mexican
The Capital Grille,,Midtown Village Philadelphia ,★★★★,7.899627791563276,American Seafood Steakhouse
MEXiCUE,,Logan Circle Washington D.C. ,,7.899627791563276,Mexican Taqueria
Goldie,,Logan Square Philadelphia United States,★★★,7.887344913151365,
Middle Grounds Grill,, Treasure Island United States,★★★,7.887344913151365,
Bon Appetit Restaurant and Bar,, Dunedin United States,★★★,7.879156327543424,
Harp & Crown,,Center City West Philadelphia ,★★★,7.879156327543424,American Bar Food
Moondog Cafe,, Key West United States,★★,7.870967741935484,Cafe
Ropewalk Ocean City,, Ocean City United States,★★,7.866873449131514,Seafood
Tavern on the Wharf,,Plymouth Bay Cultural District Plymouth ,★★,7.8627791563275435,American
Big Fish Grill on the Riverfront,, Wilmington United States,★★,7.858684863523573,
Blue Giraffe Restaurant,, Sanibel United States,★★,7.858684863523573,
Papá Grande’s Coastal Taquería,, Selbyville United States,★★,7.858684863523573,Mexican Taqueria
Catch 54,, Selbyville ,★★,7.846401985111663,
Hungry Ghost Coffee,,Williamsburg New York United States,,7.842307692307692,Coffee Shop
Triumph Brewing Company,,Princeton North Princeton ,★★,7.838213399503722,Beer Brewery
The Grey Dog,OPERATIONAL,Nolita New York United States,★★,7.838213399503722,American
Peaches Hot House,OPERATIONAL,Bed-Stuy New York United States,★★,7.830024813895782,American Southern
Evolution Craft Brewing Co. & Public House,,Suburban Acres Salisbury ,★★,7.830024813895782,Brewery Pub
Torch & Crown Brewing Company,OPERATIONAL,South Village New York United States,★★,7.821836228287841,American Brewery
Rosemary's East,OPERATIONAL,Peter Cooper Village New York United States,★★,7.821836228287841,American Italian
Shake Shack Madison Square Park,CLOSED_TEMPORARILY,Flatiron District New York United States,★★,7.821836228287841,American Burgers
Firebirds Wood Fired Grill,,Regency Hills at Providence Collegeville ,★★,7.80955334987593,American
Shorty's Sunflower Cafe,,Ringing Rock Gardens Pottstown ,★★,7.80955334987593,American
Bethany Blues BBQ,, Bethany Beach United States,★★,7.801364764267991,Barbecue
Mesquito Grille,,Holicong Doylestown ,★★,7.801364764267991,American Barbecue Bar Food
Mahoney's Atlantic Bar & Grill,,Orleans Orleans ,★★,7.793176178660049,
Seasons 52,, King of Prussia United States,★★,7.793176178660049,
Speck's Drive-In,, Collegeville United States,★,7.78498759305211,
Isaac's Restaurant - Wyomissing,, Wyomissing United States,★★,7.78498759305211,
Austin's Restaurant & Bar,, West Lawn United States,★★,7.776799007444168,
El Palacio Restaurant & Cafe,,West Ward Easton United States,,7.776799007444168,
The Greene Turtle Sports Bar & Grille,, Aberdeen United States,★★,7.776799007444168,
Firebirds Wood Fired Grill,, North Wales United States,★★,7.764516129032258,
Choolaah,, King of Prussia United States,★★,7.764516129032258,
Manhattan Bagel,, Feasterville-Trevose United States,★,7.756327543424318,
Manhattan Bagel,, Richboro United States,★,7.752233250620348,
Giovanni’s 724 Pizza & Restaurant,, Pottstown United States,★,7.748138957816377,Pizza
Eliyahu's Yardley Pizza,, Morrisville United States,★,7.748138957816377,Pizza
SouthGate,,Rittenhouse Square Philadelphia ,★★,7.739950372208437,Korean
North Third,,Northern Liberties Philadelphia United States,★★,7.739950372208437,American Bar Grill
Marrakesh,,Southwark Philadelphia ,★★,7.731761786600496,Moroccan
Amada,,Old City Philadelphia ,★★★,7.727667493796526,Spanish Tapas
Red Owl Tavern,,Center City East Philadelphia United States,★★★,7.727667493796526,American
Thistle Lodge Beachfront Restaurant,, Sanibel United States,★★★,7.727667493796526,
Alma de Cuba,,Center City West Philadelphia ,★★★,7.7153846153846155,Cuban
Stickman Brews Chester Springs,, Chester Springs United States,★★,7.711290322580645,
The Lobster Bar,,Newport East Newport ,★★,7.711290322580645,Seafood
The Red Parrot Restaurant,,Newport East Newport ,★★,7.711290322580645,American Caribbean Seafood
Mystic Restaurant,, North Wales United States,★,7.699007444168735,
FringeArts,, Philadelphia United States,,7.699007444168735,
Rowhome Coffee - Pine Street,,Fitler Square Philadelphia United States,,7.690818858560794,Coffee Shop
Abyssinia,, Philadelphia ,★,7.690818858560794,African Ethiopian Seafood
Loco Pez,,Graduate Hospital Philadelphia ,★★,7.682630272952854,Mexican
Carmen's Famous Cheesesteaks,,Center City East Philadelphia United States,★★,7.682630272952854,
Frankford Hall,,Fishtown Philadelphia ,★★,7.674441687344913,German
Kanella Grill,,Washington Square West Philadelphia ,★★,7.6703473945409435,Mediterranean
Johnny Brenda's,,Kensington Philadelphia ,★★,7.6703473945409435,American
Newtown Brewing Company,, Newtown United States,,7.662158808933002,Brewery
Zogg's Raw Bar & Grill,, Rehoboth Beach United States,★★,7.658064516129032,
Crab House,, Rehoboth Beach United States,★★,7.658064516129032,
Georgetown Cupcake,,Georgetown Washington D.C. ,★★,7.649875930521092,Dessert
Russ & Daughters,OPERATIONAL,Lower East Side New York United States,★★,7.649875930521092,Bagels Delicatessen
Devoción,OPERATIONAL,Williamsburg New York United States,★★,7.649875930521092,Cafe
Denino's Greenwich Village,OPERATIONAL,South Village New York United States,★★,7.637593052109182,Italian Pizza
Modern Bread and Bagel,OPERATIONAL,Upper West Side New York United States,★★,7.637593052109182,American Bagels
Marcellino,OPERATIONAL,Nolita New York United States,★★,7.637593052109182,Italian
Brooklyn Bagel & Coffee Company,OPERATIONAL,Greenwich Village New York United States,★★,7.625310173697271,Bagels Coffee Shop
St Tropez West Village,OPERATIONAL,West Village New York United States,★★,7.621215880893301,French
Tosco's Pizza & Restaurant,,Palm Pennsburg ,★★,7.61712158808933,American Italian Pizza
Yankee Lobster,OPERATIONAL,D Street / West Broadway Boston ,★★,7.61712158808933,American New England Seafood
Taiyaki NYC - Boston,,Seaport District Boston United States,,7.61712158808933,Ice Cream
